Order_ID,Order_Date,City,Product,Qty,Revenue,Cost,Status,Delivery_Days
ORD-101811,2025-09-13,Marrakech,Drone DJI Mini,4,24000,16800.0,Delivered,10
ORD-101812,2025-08-19,Casablanca,Air Fryer Ninja,5,9000,6300.0,Cancelled,6
ORD-101813,2025-04-01,Agadir,Samsung Galaxy S24,5,55000,38499.99999999999,Delivered,15
ORD-101814,2025-02-06,Rabat,Trottinette Électrique Xiaomi,4,16800,11760.0,Pending,11
ORD-101815,2025-02-01,Casablanca,GoPro Hero 12,4,20000,14000.0,Cancelled,1
ORD-101816,2025-06-20,Fes,Chaise Gaming Drift,4,8800,6160.0,Delivered,13
ORD-101817,2025-12-27,Fes,Machine à Laver Samsung,2,9000,6300.0,Cancelled,11
ORD-101818,2025-12-04,Rabat,Xbox Series X,1,5800,4059.9999999999995,Delivered,4
ORD-101819,2025-10-02,Agadir,Disque Dur Externe 1TB,3,1650,1155.0,Delivered,10
ORD-101820,2025-09-30,Rabat,Laptop Dell XPS,5,90000,63000.0,Pending,3
ORD-101821,2025-12-30,Agadir,iPhone 15 Pro,5,67500,47250.0,Delivered,12
ORD-101822,2025-10-26,Marrakech,Air Fryer Ninja,2,3600,2520.0,Cancelled,3
ORD-101823,2025-03-07,Agadir,Chaise Gaming Drift,3,6600,4620.0,Returned,1
ORD-101824,2025-02-18,Agadir,Laptop Dell XPS,3,54000,37800.0,Delivered,5
ORD-101825,2025-08-23,Rabat,iPad Air,3,22500,15750.0,Delivered,8
ORD-101826,2025-05-16,Marrakech,Machine à Laver Samsung,2,9000,6300.0,Delivered,10
ORD-101827,2025-05-10,Casablanca,Laptop Dell XPS,4,72000,50400.0,Delivered,8
ORD-101828,2025-07-12,Oujda,Trottinette Électrique Xiaomi,5,21000,14700.0,Cancelled,6
ORD-101829,2025-03-31,Rabat,TV Samsung 55' 4K,1,5500,3849.9999999999995,Pending,3
ORD-101830,2025-03-15,Marrakech,Robot Aspirateur Xiaomi,5,16000,11200.0,Returned,14
ORD-101831,2025-03-17,Oujda,GoPro Hero 12,1,5000,3500.0,Pending,10
ORD-101832,2025-11-04,Tanger,GoPro Hero 12,1,5000,3500.0,Returned,5
ORD-101833,2025-01-06,Agadir,Trottinette Électrique Xiaomi,5,21000,14700.0,Pending,5
ORD-101834,2025-12-25,Oujda,Casque Gamer HyperX,4,3600,2520.0,Pending,5
ORD-101835,2025-12-04,Agadir,Air Fryer Ninja,1,1800,1260.0,Cancelled,8
ORD-101836,2025-06-05,Fes,AirPods Pro 2,1,2800,1959.9999999999998,Returned,13
ORD-101837,2025-05-21,Tanger,Robot Aspirateur Xiaomi,1,3200,2240.0,Delivered,2
ORD-101838,2025-03-27,Fes,AirPods Pro 2,2,5600,3919.9999999999995,Delivered,1
ORD-101839,2025-05-18,Marrakech,TV Samsung 55' 4K,2,11000,7699.999999999999,Delivered,6
ORD-101840,2025-04-16,Oujda,iPhone 15 Pro,4,54000,37800.0,Delivered,9
ORD-101841,2025-10-17,Tanger,Imprimante HP LaserJet,3,7500,5250.0,Pending,13
ORD-101842,2025-09-02,Oujda,Samsung Galaxy S24,1,11000,7699.999999999999,Delivered,14
ORD-101843,2025-02-03,Agadir,Machine à Café Nespresso,2,3000,2100.0,Delivered,13
ORD-101844,2025-08-23,Fes,Machine à Café Nespresso,1,1500,1050.0,Cancelled,14
ORD-101845,2025-01-25,Tanger,Machine à Laver Samsung,2,9000,6300.0,Delivered,14
ORD-101846,2025-04-16,Marrakech,iPad Air,3,22500,15750.0,Delivered,6
ORD-101847,2025-03-16,Casablanca,Laptop Dell XPS,3,54000,37800.0,Cancelled,14
ORD-101848,2025-07-15,Casablanca,Laptop Dell XPS,4,72000,50400.0,Cancelled,9
ORD-101849,2025-12-18,Casablanca,Chaise Gaming Drift,2,4400,3080.0,Returned,13
ORD-101850,2025-05-08,Tanger,MacBook Pro M3,4,96000,67200.0,Delivered,13
ORD-101851,2025-12-06,Marrakech,Drone DJI Mini,5,30000,21000.0,Returned,12
ORD-101852,2025-11-27,Marrakech,Machine à Café Nespresso,2,3000,2100.0,Delivered,11
ORD-101853,2025-06-03,Fes,Laptop Dell XPS,2,36000,25200.0,Pending,3
ORD-101854,2025-05-26,Oujda,MacBook Pro M3,5,120000,84000.0,Delivered,11
ORD-101855,2025-09-04,Marrakech,Samsung Galaxy S24,1,11000,7699.999999999999,Delivered,2
ORD-101856,2025-06-28,Oujda,Disque Dur Externe 1TB,3,1650,1155.0,Cancelled,2
ORD-101857,2025-09-19,Casablanca,Réfrigérateur LG,5,40000,28000.0,Delivered,4
ORD-101858,2025-07-02,Rabat,MacBook Pro M3,3,72000,50400.0,Delivered,14
ORD-101859,2025-12-09,Casablanca,Air Fryer Ninja,2,3600,2520.0,Delivered,1
ORD-101860,2025-03-26,Fes,Disque Dur Externe 1TB,3,1650,1155.0,Delivered,7
ORD-101861,2025-12-01,Rabat,Réfrigérateur LG,1,8000,5600.0,Returned,7
ORD-101862,2025-03-31,Casablanca,Apple Watch Series 9,5,22500,15750.0,Delivered,1
ORD-101863,2025-02-26,Fes,Chaise Gaming Drift,1,2200,1540.0,Returned,4
ORD-101864,2025-04-24,Oujda,Samsung Galaxy S24,2,22000,15399.999999999998,Pending,4
ORD-101865,2025-12-21,Tanger,Machine à Laver Samsung,5,22500,15750.0,Delivered,5
ORD-101866,2025-05-24,Casablanca,AirPods Pro 2,5,14000,9799.999999999998,Delivered,5
ORD-101867,2025-10-02,Oujda,iPhone 15 Pro,5,67500,47250.0,Pending,10
ORD-101868,2025-08-15,Marrakech,Robot Aspirateur Xiaomi,1,3200,2240.0,Delivered,10
ORD-101869,2025-12-02,Agadir,Chaise Gaming Drift,3,6600,4620.0,Pending,13
ORD-101870,2025-02-09,Rabat,Xbox Series X,5,29000,20299.999999999996,Delivered,6
ORD-101871,2025-08-13,Rabat,Drone DJI Mini,4,24000,16800.0,Delivered,11
ORD-101872,2025-10-05,Tanger,Machine à Café Nespresso,5,7500,5250.0,Pending,11
ORD-101873,2025-08-13,Marrakech,GoPro Hero 12,3,15000,10500.0,Delivered,2
ORD-101874,2025-10-07,Casablanca,Laptop Dell XPS,4,72000,50400.0,Delivered,1
ORD-101875,2025-12-18,Agadir,Imprimante HP LaserJet,5,12500,8750.0,Returned,3
ORD-101876,2025-02-24,Rabat,MacBook Pro M3,1,24000,16800.0,Pending,13
ORD-101877,2025-10-14,Marrakech,TV Samsung 55' 4K,3,16500,11549.999999999998,Delivered,13
ORD-101878,2025-05-30,Oujda,Chaise Gaming Drift,4,8800,6160.0,Delivered,12
ORD-101879,2025-01-20,Tanger,Chaise Gaming Drift,4,8800,6160.0,Delivered,9
ORD-101880,2025-03-26,Fes,Casque Gamer HyperX,5,4500,3150.0,Delivered,14
ORD-101881,2025-07-03,Tanger,AirPods Pro 2,3,8400,5879.999999999999,Cancelled,7
ORD-101882,2025-09-08,Tanger,TV Samsung 55' 4K,5,27500,19249.999999999996,Cancelled,10
ORD-101883,2025-02-28,Rabat,Air Fryer Ninja,4,7200,5040.0,Returned,11
ORD-101884,2025-10-04,Agadir,MacBook Pro M3,2,48000,33600.0,Delivered,1
ORD-101885,2025-10-25,Marrakech,Machine à Laver Samsung,1,4500,3150.0,Delivered,14
ORD-101886,2025-02-06,Casablanca,Robot Aspirateur Xiaomi,2,6400,4480.0,Cancelled,9
ORD-101887,2025-09-11,Fes,TV Samsung 55' 4K,5,27500,19249.999999999996,Returned,9
ORD-101888,2025-01-21,Marrakech,Imprimante HP LaserJet,1,2500,1750.0,Returned,14
ORD-101889,2025-02-11,Tanger,Apple Watch Series 9,3,13500,9450.0,Cancelled,4
ORD-101890,2025-02-06,Fes,Machine à Café Nespresso,2,3000,2100.0,Delivered,13
ORD-101891,2025-07-16,Tanger,Air Fryer Ninja,2,3600,2520.0,Delivered,2
ORD-101892,2025-07-11,Agadir,Laptop Dell XPS,1,18000,12600.0,Delivered,1
ORD-101893,2025-02-03,Oujda,iPad Air,2,15000,10500.0,Delivered,4
ORD-101894,2025-11-20,Fes,AirPods Pro 2,5,14000,9799.999999999998,Cancelled,6
ORD-101895,2025-05-11,Marrakech,Blender Hofmann,1,600,420.0,Delivered,7
ORD-101896,2025-08-22,Casablanca,AirPods Pro 2,5,14000,9799.999999999998,Delivered,1
ORD-101897,2025-12-02,Marrakech,Air Fryer Ninja,4,7200,5040.0,Pending,6
ORD-101898,2025-11-28,Rabat,Sony PlayStation 5,1,6500,4550.0,Delivered,4
ORD-101899,2025-09-04,Oujda,iPhone 15 Pro,1,13500,9450.0,Delivered,9
ORD-101900,2025-04-27,Fes,Imprimante HP LaserJet,4,10000,7000.0,Delivered,4
ORD-101901,2025-01-09,Casablanca,Disque Dur Externe 1TB,3,1650,1155.0,Delivered,1
ORD-101902,2025-07-07,Fes,Trottinette Électrique Xiaomi,5,21000,14700.0,Delivered,7
ORD-101903,2025-10-09,Agadir,Réfrigérateur LG,4,32000,22400.0,Cancelled,6
ORD-101904,2025-11-07,Tanger,AirPods Pro 2,4,11200,7839.999999999999,Delivered,15
ORD-101905,2025-09-23,Oujda,Chaise Gaming Drift,2,4400,3080.0,Delivered,9
ORD-101906,2025-11-15,Agadir,GoPro Hero 12,1,5000,3500.0,Delivered,7
ORD-101907,2025-03-22,Oujda,Sony PlayStation 5,1,6500,4550.0,Cancelled,10
ORD-101908,2025-07-04,Tanger,iPad Air,2,15000,10500.0,Returned,6
ORD-101909,2025-01-26,Casablanca,MacBook Pro M3,5,120000,84000.0,Pending,4
ORD-101910,2025-04-12,Rabat,Apple Watch Series 9,2,9000,6300.0,Delivered,6
ORD-101911,2025-03-02,Casablanca,iPhone 15 Pro,2,27000,18900.0,Delivered,1
ORD-101912,2025-10-29,Marrakech,Xbox Series X,2,11600,8119.999999999999,Delivered,9
ORD-101913,2025-06-04,Casablanca,Machine à Laver Samsung,2,9000,6300.0,Returned,10
ORD-101914,2025-08-27,Fes,Trottinette Électrique Xiaomi,4,16800,11760.0,Delivered,10
ORD-101915,2025-03-16,Marrakech,Trottinette Électrique Xiaomi,4,16800,11760.0,Delivered,11
ORD-101916,2025-04-13,Agadir,Imprimante HP LaserJet,1,2500,1750.0,Delivered,8
ORD-101917,2025-06-27,Fes,AirPods Pro 2,1,2800,1959.9999999999998,Delivered,13
ORD-101918,2025-05-29,Agadir,Imprimante HP LaserJet,2,5000,3500.0,Delivered,1
ORD-101919,2025-06-20,Agadir,TV Samsung 55' 4K,2,11000,7699.999999999999,Delivered,12
ORD-101920,2025-05-10,Tanger,Samsung Galaxy S24,1,11000,7699.999999999999,Returned,10
ORD-101921,2025-09-09,Oujda,Machine à Laver Samsung,2,9000,6300.0,Returned,4
ORD-101922,2025-09-02,Oujda,Robot Aspirateur Xiaomi,5,16000,11200.0,Delivered,12
ORD-101923,2025-02-19,Tanger,Machine à Laver Samsung,4,18000,12600.0,Cancelled,15
ORD-101924,2025-10-07,Oujda,Xbox Series X,2,11600,8119.999999999999,Delivered,1
ORD-101925,2025-03-27,Rabat,Laptop Dell XPS,1,18000,12600.0,Delivered,12
ORD-101926,2025-12-22,Fes,Laptop Dell XPS,4,72000,50400.0,Delivered,13
ORD-101927,2025-03-11,Marrakech,Sony PlayStation 5,4,26000,18200.0,Cancelled,1
ORD-101928,2025-06-03,Marrakech,Réfrigérateur LG,3,24000,16800.0,Delivered,10
ORD-101929,2025-11-20,Agadir,GoPro Hero 12,2,10000,7000.0,Pending,13
ORD-101930,2025-05-28,Tanger,Trottinette Électrique Xiaomi,2,8400,5880.0,Cancelled,2
ORD-101931,2025-04-08,Casablanca,Air Fryer Ninja,3,5400,3780.0,Cancelled,11
ORD-101932,2025-09-15,Tanger,Chaise Gaming Drift,2,4400,3080.0,Delivered,6
ORD-101933,2025-03-07,Agadir,GoPro Hero 12,4,20000,14000.0,Cancelled,10
ORD-101934,2025-09-25,Fes,Xbox Series X,1,5800,4059.9999999999995,Delivered,14
ORD-101935,2025-05-13,Fes,AirPods Pro 2,5,14000,9799.999999999998,Delivered,4
ORD-101936,2025-08-17,Rabat,Samsung Galaxy S24,1,11000,7699.999999999999,Delivered,13
ORD-101937,2025-07-01,Fes,TV Samsung 55' 4K,5,27500,19249.999999999996,Delivered,2
ORD-101938,2025-07-02,Casablanca,Machine à Laver Samsung,5,22500,15750.0,Delivered,6
ORD-101939,2025-05-02,Oujda,Machine à Laver Samsung,1,4500,3150.0,Pending,4
ORD-101940,2025-04-10,Casablanca,TV Samsung 55' 4K,5,27500,19249.999999999996,Cancelled,13
ORD-101941,2025-08-17,Casablanca,TV Samsung 55' 4K,2,11000,7699.999999999999,Cancelled,6
ORD-101942,2025-11-16,Agadir,Drone DJI Mini,4,24000,16800.0,Pending,2
ORD-101943,2025-10-21,Casablanca,Machine à Laver Samsung,1,4500,3150.0,Returned,1
ORD-101944,2025-01-24,Rabat,Casque Gamer HyperX,2,1800,1260.0,Returned,4
ORD-101945,2025-06-22,Tanger,Machine à Café Nespresso,2,3000,2100.0,Cancelled,9
ORD-101946,2025-05-13,Oujda,GoPro Hero 12,4,20000,14000.0,Delivered,2
ORD-101947,2025-05-21,Tanger,Laptop Dell XPS,1,18000,12600.0,Delivered,15
ORD-101948,2025-10-25,Tanger,Drone DJI Mini,2,12000,8400.0,Delivered,7
ORD-101949,2025-02-19,Marrakech,iPad Air,4,30000,21000.0,Delivered,11
ORD-101950,2025-12-11,Agadir,TV Samsung 55' 4K,4,22000,15399.999999999998,Returned,7
ORD-101951,2025-03-01,Rabat,Imprimante HP LaserJet,2,5000,3500.0,Delivered,10
ORD-101952,2025-10-31,Agadir,Drone DJI Mini,5,30000,21000.0,Pending,5
ORD-101953,2025-03-16,Casablanca,MacBook Pro M3,3,72000,50400.0,Delivered,13
ORD-101954,2025-07-06,Oujda,iPad Air,4,30000,21000.0,Pending,8
ORD-101955,2025-01-18,Oujda,Sony PlayStation 5,1,6500,4550.0,Delivered,14
ORD-101956,2025-03-13,Tanger,Imprimante HP LaserJet,5,12500,8750.0,Delivered,7
ORD-101957,2025-07-02,Fes,Laptop Dell XPS,5,90000,63000.0,Delivered,2
ORD-101958,2025-10-11,Agadir,GoPro Hero 12,1,5000,3500.0,Delivered,2
ORD-101959,2025-12-29,Rabat,iPad Air,5,37500,26250.0,Cancelled,8
ORD-101960,2025-08-19,Marrakech,TV Samsung 55' 4K,4,22000,15399.999999999998,Delivered,10
ORD-101961,2025-03-20,Tanger,MacBook Pro M3,1,24000,16800.0,Delivered,5
ORD-101962,2025-02-19,Tanger,Xbox Series X,3,17400,12179.999999999998,Pending,9
ORD-101963,2025-04-19,Casablanca,Machine à Laver Samsung,5,22500,15750.0,Delivered,8
ORD-101964,2025-06-29,Tanger,iPad Air,4,30000,21000.0,Delivered,6
ORD-101965,2025-02-08,Rabat,Air Fryer Ninja,1,1800,1260.0,Cancelled,13
ORD-101966,2025-12-30,Agadir,iPad Air,4,30000,21000.0,Delivered,7
ORD-101967,2025-11-29,Rabat,Imprimante HP LaserJet,5,12500,8750.0,Cancelled,4
ORD-101968,2025-12-06,Oujda,TV Samsung 55' 4K,1,5500,3849.9999999999995,Cancelled,5
ORD-101969,2025-08-08,Oujda,Sony PlayStation 5,1,6500,4550.0,Pending,4
ORD-101970,2025-12-13,Oujda,Machine à Laver Samsung,1,4500,3150.0,Returned,14
ORD-101971,2025-10-01,Marrakech,Machine à Café Nespresso,1,1500,1050.0,Delivered,3
ORD-101972,2025-09-03,Rabat,Chaise Gaming Drift,4,8800,6160.0,Delivered,1
ORD-101973,2025-03-30,Marrakech,Machine à Café Nespresso,5,7500,5250.0,Returned,15
ORD-101974,2025-08-01,Marrakech,Chaise Gaming Drift,2,4400,3080.0,Pending,14
ORD-101975,2025-05-19,Rabat,GoPro Hero 12,1,5000,3500.0,Delivered,4
ORD-101976,2025-09-13,Tanger,Trottinette Électrique Xiaomi,5,21000,14700.0,Returned,15
ORD-101977,2025-05-05,Casablanca,TV Samsung 55' 4K,3,16500,11549.999999999998,Delivered,1
ORD-101978,2025-01-25,Casablanca,Air Fryer Ninja,5,9000,6300.0,Cancelled,5
ORD-101979,2025-08-14,Agadir,Chaise Gaming Drift,1,2200,1540.0,Cancelled,13
ORD-101980,2025-03-30,Tanger,Réfrigérateur LG,3,24000,16800.0,Pending,11
ORD-101981,2025-12-22,Fes,iPhone 15 Pro,3,40500,28350.0,Pending,8
ORD-101982,2025-03-01,Oujda,MacBook Pro M3,4,96000,67200.0,Returned,4
ORD-101983,2025-03-30,Marrakech,Imprimante HP LaserJet,4,10000,7000.0,Pending,11
ORD-101984,2025-02-16,Oujda,iPad Air,3,22500,15750.0,Delivered,7
ORD-101985,2025-12-11,Marrakech,Trottinette Électrique Xiaomi,3,12600,8820.0,Cancelled,10
ORD-101986,2025-03-18,Casablanca,Disque Dur Externe 1TB,3,1650,1155.0,Returned,8
ORD-101987,2025-04-28,Rabat,Drone DJI Mini,1,6000,4200.0,Pending,10
ORD-101988,2025-09-01,Tanger,Sony PlayStation 5,4,26000,18200.0,Delivered,6
ORD-101989,2025-01-12,Rabat,Trottinette Électrique Xiaomi,3,12600,8820.0,Delivered,13
ORD-101990,2025-08-25,Tanger,Sony PlayStation 5,3,19500,13650.0,Delivered,15
ORD-101991,2025-03-24,Tanger,Chaise Gaming Drift,4,8800,6160.0,Returned,7
ORD-101992,2025-09-07,Agadir,AirPods Pro 2,1,2800,1959.9999999999998,Delivered,6
ORD-101993,2025-02-15,Agadir,GoPro Hero 12,1,5000,3500.0,Delivered,11
ORD-101994,2025-05-23,Fes,Disque Dur Externe 1TB,3,1650,1155.0,Delivered,9
ORD-101995,2025-09-21,Rabat,Blender Hofmann,4,2400,1680.0,Cancelled,11
ORD-101996,2025-07-12,Oujda,Machine à Café Nespresso,3,4500,3150.0,Returned,6
ORD-101997,2025-06-15,Agadir,Laptop Dell XPS,1,18000,12600.0,Delivered,5
ORD-101998,2025-05-20,Tanger,Xbox Series X,3,17400,12179.999999999998,Returned,12
ORD-101999,2025-02-19,Casablanca,iPhone 15 Pro,1,13500,9450.0,Delivered,7
ORD-102000,2025-07-22,Rabat,Robot Aspirateur Xiaomi,3,9600,6720.0,Delivered,12
ORD-102001,2025-05-17,Oujda,Disque Dur Externe 1TB,4,2200,1540.0,Pending,9
ORD-102002,2025-04-02,Oujda,AirPods Pro 2,4,11200,7839.999999999999,Delivered,6
ORD-102003,2025-07-05,Fes,Drone DJI Mini,3,18000,12600.0,Delivered,4
ORD-102004,2025-03-16,Agadir,iPhone 15 Pro,1,13500,9450.0,Delivered,9
ORD-102005,2025-07-22,Fes,Blender Hofmann,4,2400,1680.0,Delivered,2
ORD-102006,2025-09-16,Fes,Blender Hofmann,1,600,420.0,Delivered,11
ORD-102007,2025-05-19,Agadir,TV Samsung 55' 4K,3,16500,11549.999999999998,Delivered,2
ORD-102008,2025-09-11,Agadir,Machine à Laver Samsung,1,4500,3150.0,Delivered,11
ORD-102009,2025-10-10,Marrakech,Air Fryer Ninja,5,9000,6300.0,Delivered,11
ORD-102010,2025-03-19,Agadir,Casque Gamer HyperX,1,900,630.0,Pending,15
ORD-102011,2025-09-20,Fes,AirPods Pro 2,5,14000,9799.999999999998,Delivered,3
ORD-102012,2025-04-07,Marrakech,TV Samsung 55' 4K,3,16500,11549.999999999998,Delivered,12
ORD-102013,2025-04-16,Agadir,Laptop Dell XPS,3,54000,37800.0,Pending,10
ORD-102014,2025-06-06,Rabat,Apple Watch Series 9,3,13500,9450.0,Pending,3
ORD-102015,2025-04-29,Rabat,Sony PlayStation 5,4,26000,18200.0,Delivered,6
ORD-102016,2025-09-24,Oujda,GoPro Hero 12,5,25000,17500.0,Cancelled,2
ORD-102017,2025-03-06,Tanger,iPad Air,4,30000,21000.0,Delivered,5
ORD-102018,2025-01-09,Rabat,Apple Watch Series 9,1,4500,3150.0,Delivered,9
ORD-102019,2025-05-30,Marrakech,Chaise Gaming Drift,1,2200,1540.0,Pending,7
ORD-102020,2025-01-02,Agadir,MacBook Pro M3,4,96000,67200.0,Returned,5
ORD-102021,2025-09-07,Tanger,Chaise Gaming Drift,1,2200,1540.0,Delivered,10
ORD-102022,2025-07-25,Tanger,Sony PlayStation 5,5,32500,22750.0,Pending,9
ORD-102023,2025-01-23,Casablanca,Trottinette Électrique Xiaomi,4,16800,11760.0,Delivered,3
ORD-102024,2025-03-23,Tanger,MacBook Pro M3,3,72000,50400.0,Returned,9
ORD-102025,2025-04-22,Casablanca,iPad Air,5,37500,26250.0,Delivered,9
ORD-102026,2025-09-05,Rabat,AirPods Pro 2,3,8400,5879.999999999999,Delivered,12
ORD-102027,2025-09-18,Tanger,Robot Aspirateur Xiaomi,2,6400,4480.0,Cancelled,5
ORD-102028,2025-04-09,Fes,Laptop Dell XPS,5,90000,63000.0,Delivered,12
ORD-102029,2025-06-03,Oujda,AirPods Pro 2,3,8400,5879.999999999999,Returned,8
ORD-102030,2025-03-16,Rabat,Xbox Series X,2,11600,8119.999999999999,Delivered,2
ORD-102031,2025-10-14,Tanger,Trottinette Électrique Xiaomi,3,12600,8820.0,Cancelled,7
ORD-102032,2025-05-16,Rabat,Laptop Dell XPS,3,54000,37800.0,Pending,7
ORD-102033,2025-09-02,Fes,Réfrigérateur LG,3,24000,16800.0,Delivered,8
ORD-102034,2025-03-16,Agadir,Machine à Café Nespresso,3,4500,3150.0,Pending,15
ORD-102035,2025-02-03,Agadir,Disque Dur Externe 1TB,4,2200,1540.0,Pending,2
ORD-102036,2025-12-18,Rabat,TV Samsung 55' 4K,1,5500,3849.9999999999995,Pending,4
ORD-102037,2025-12-19,Rabat,Air Fryer Ninja,3,5400,3780.0,Pending,1
ORD-102038,2025-12-24,Agadir,Imprimante HP LaserJet,2,5000,3500.0,Cancelled,12
ORD-102039,2025-11-02,Agadir,Robot Aspirateur Xiaomi,4,12800,8960.0,Delivered,5
ORD-102040,2025-12-04,Rabat,iPhone 15 Pro,1,13500,9450.0,Delivered,12
ORD-102041,2025-03-30,Oujda,Samsung Galaxy S24,4,44000,30799.999999999996,Pending,1
ORD-102042,2025-11-18,Tanger,iPhone 15 Pro,5,67500,47250.0,Delivered,6
ORD-102043,2025-08-27,Fes,Imprimante HP LaserJet,3,7500,5250.0,Delivered,11
ORD-102044,2025-05-07,Agadir,iPhone 15 Pro,5,67500,47250.0,Returned,9
ORD-102045,2025-09-07,Oujda,Blender Hofmann,4,2400,1680.0,Pending,12
ORD-102046,2025-08-02,Fes,Sony PlayStation 5,5,32500,22750.0,Delivered,14
ORD-102047,2025-04-06,Agadir,MacBook Pro M3,5,120000,84000.0,Cancelled,5
ORD-102048,2025-10-23,Fes,Laptop Dell XPS,4,72000,50400.0,Returned,13
ORD-102049,2025-06-06,Marrakech,Laptop Dell XPS,1,18000,12600.0,Pending,2
ORD-102050,2025-03-08,Tanger,Air Fryer Ninja,4,7200,5040.0,Returned,14
ORD-102051,2025-10-03,Fes,Imprimante HP LaserJet,3,7500,5250.0,Delivered,2
ORD-102052,2025-01-08,Rabat,GoPro Hero 12,3,15000,10500.0,Delivered,1
ORD-102053,2025-02-06,Tanger,Samsung Galaxy S24,2,22000,15399.999999999998,Pending,15
ORD-102054,2025-12-02,Casablanca,Blender Hofmann,2,1200,840.0,Pending,3
ORD-102055,2025-07-16,Rabat,Apple Watch Series 9,4,18000,12600.0,Returned,9
ORD-102056,2025-03-26,Agadir,Drone DJI Mini,3,18000,12600.0,Cancelled,5
ORD-102057,2025-01-01,Casablanca,iPhone 15 Pro,1,13500,9450.0,Returned,9
ORD-102058,2025-04-18,Rabat,iPad Air,3,22500,15750.0,Returned,2
ORD-102059,2025-01-23,Fes,TV Samsung 55' 4K,5,27500,19249.999999999996,Delivered,4
ORD-102060,2025-11-22,Marrakech,Samsung Galaxy S24,5,55000,38499.99999999999,Returned,14
ORD-102061,2025-12-10,Agadir,Apple Watch Series 9,2,9000,6300.0,Cancelled,2
ORD-102062,2025-08-05,Marrakech,Blender Hofmann,3,1800,1260.0,Pending,14
ORD-102063,2025-03-28,Agadir,Réfrigérateur LG,1,8000,5600.0,Delivered,1
ORD-102064,2025-08-03,Tanger,Chaise Gaming Drift,4,8800,6160.0,Delivered,4
ORD-102065,2025-02-02,Oujda,Robot Aspirateur Xiaomi,3,9600,6720.0,Returned,11
ORD-102066,2025-03-07,Oujda,Drone DJI Mini,4,24000,16800.0,Delivered,11
ORD-102067,2025-02-15,Fes,iPad Air,4,30000,21000.0,Returned,5
ORD-102068,2025-10-05,Fes,Xbox Series X,5,29000,20299.999999999996,Delivered,14
ORD-102069,2025-04-25,Marrakech,GoPro Hero 12,4,20000,14000.0,Delivered,9
ORD-102070,2025-01-23,Oujda,Sony PlayStation 5,3,19500,13650.0,Returned,13
ORD-102071,2025-09-13,Oujda,Blender Hofmann,1,600,420.0,Pending,10
ORD-102072,2025-12-18,Marrakech,Robot Aspirateur Xiaomi,5,16000,11200.0,Delivered,4
ORD-102073,2025-09-22,Oujda,Réfrigérateur LG,2,16000,11200.0,Returned,9
ORD-102074,2025-03-07,Marrakech,iPad Air,1,7500,5250.0,Delivered,9
ORD-102075,2025-01-27,Oujda,Blender Hofmann,4,2400,1680.0,Cancelled,14
ORD-102076,2025-08-24,Tanger,TV Samsung 55' 4K,5,27500,19249.999999999996,Delivered,14
ORD-102077,2025-10-18,Casablanca,Robot Aspirateur Xiaomi,1,3200,2240.0,Pending,14
ORD-102078,2025-09-27,Casablanca,Trottinette Électrique Xiaomi,3,12600,8820.0,Cancelled,3
ORD-102079,2025-04-18,Agadir,Robot Aspirateur Xiaomi,5,16000,11200.0,Delivered,8
ORD-102080,2025-10-12,Oujda,Robot Aspirateur Xiaomi,4,12800,8960.0,Delivered,6
ORD-102081,2025-07-04,Oujda,TV Samsung 55' 4K,5,27500,19249.999999999996,Delivered,6
ORD-102082,2025-06-21,Oujda,Blender Hofmann,2,1200,840.0,Delivered,12
ORD-102083,2025-05-14,Rabat,Disque Dur Externe 1TB,2,1100,770.0,Returned,11
ORD-102084,2025-06-25,Fes,Blender Hofmann,2,1200,840.0,Delivered,12
ORD-102085,2025-07-29,Agadir,Casque Gamer HyperX,5,4500,3150.0,Delivered,4
ORD-102086,2025-04-10,Fes,MacBook Pro M3,3,72000,50400.0,Pending,11
ORD-102087,2025-08-19,Casablanca,Laptop Dell XPS,2,36000,25200.0,Returned,9
ORD-102088,2025-01-27,Oujda,Trottinette Électrique Xiaomi,1,4200,2940.0,Delivered,8
ORD-102089,2025-12-01,Marrakech,Air Fryer Ninja,2,3600,2520.0,Delivered,3
ORD-102090,2025-05-07,Tanger,Xbox Series X,2,11600,8119.999999999999,Delivered,10
ORD-102091,2025-06-08,Marrakech,Trottinette Électrique Xiaomi,4,16800,11760.0,Delivered,4
ORD-102092,2025-05-13,Tanger,Air Fryer Ninja,4,7200,5040.0,Delivered,5
ORD-102093,2025-04-20,Marrakech,Chaise Gaming Drift,1,2200,1540.0,Delivered,15
ORD-102094,2025-04-21,Oujda,Réfrigérateur LG,5,40000,28000.0,Cancelled,13
ORD-102095,2025-12-29,Agadir,Disque Dur Externe 1TB,4,2200,1540.0,Cancelled,11
ORD-102096,2025-04-01,Casablanca,TV Samsung 55' 4K,2,11000,7699.999999999999,Delivered,2
ORD-102097,2025-04-07,Tanger,Disque Dur Externe 1TB,5,2750,1925.0,Delivered,3
ORD-102098,2025-04-29,Marrakech,iPhone 15 Pro,3,40500,28350.0,Delivered,11
ORD-102099,2025-10-26,Agadir,GoPro Hero 12,4,20000,14000.0,Cancelled,10
ORD-102100,2025-12-22,Oujda,Disque Dur Externe 1TB,5,2750,1925.0,Delivered,12
ORD-102101,2025-06-01,Rabat,iPad Air,3,22500,15750.0,Pending,2
